Name,ID,Gene,Value
PC 46,B,CD274,20.55649486
PC 46,B,CD34,16.6574299
PC 46,B,CD44,15.20470896
PC 46,B,CDH1,15.29357999
PC 46,B,CDH2,19.89004477
PC 46,B,CDH5,17.48698559
PC 46,B,CDKN1A,16.69128294
PC 46,B,CDKN3,16.50142791
PC 46,B,CEACAM6,15.13415285
PC 46,B,DNMT1,16.42924611
PC 46,B,EGFR,16.89210752
PC 46,B,ERCC1,16.91165034
PC 46,B,FAP,19.3108705
PC 46,B,FGF13,16.86138353
PC 46,B,FGF2,18.69026284
PC 46,B,FGFR2,16.82924935
PC 46,B,GATA3,21.56623604
PC 46,B,HMOX2,16.67986856
PC 46,B,IGF1R,16.91200754
PC 46,B,IL18,16.33146967
PC 46,B,IL6,20.16647496
PC 46,B,KAT6A,15.27174323
PC 46,B,KRAS,16.05767802
PC 46,B,LATS2,18.18369601
PC 46,B,LEF1,16.76261515
PC 46,B,MCM2,17.40788576
PC 46,B,MDM2,15.97967518
PC 46,B,MLH1,17.80072272
PC 46,B,MMP1,18.4085803
PC 46,B,MUC1,14.98493307
PC 46,B,MYC,16.45905944
PC 46,B,NFE2L2,14.29815208
PC 46,B,NFE2L3,16.84883145
PC 46,B,OCLN,15.96017689
PC 46,B,PARP1,15.02682791
PC 46,B,PCNA,16.08165367
PC 46,B,PECAM1,15.10723035
PC 46,B,E,15.92959328
PC 46,B,D,17.68395767
PC 46,B,C,12.68941593
PC 46,B,B,10.50297506
PC 46,B,A,11.82596321
PC 46,B,PI3,18.92256373
PC 46,B,S100P,15.6773492
PC 46,B,RB1,17.49098883
PC 46,B,PTEN,13.88315444
PC 46,B,G,16.78758458
PC 46,B,F,10.9541231
PC 46,B,STAT5A,17.46389285
PC 46,B,STAT3,15.00895153
PC 46,B,STAT1,13.65909694
PC 46,B,SOX7,21.77500428
PC 46,B,SNAI1,18.42211368
PC 46,B,SMYD2,16.64876749
PC 46,B,WNT5A,19.79786462
PC 46,B,VEGFA,16.01744617
PC 46,B,TWIST1,21.21403498
PC 46,B,TOP1,15.46040543
PC 46,B,TGFB1,15.33999869
PC 46,B,PIK3C3,16.84986379
PC 46,B,IL12A,22.36365075
PC 46,B,FASLG,21.26180163
PC 46,B,FAS,18.23883829
PC 46,B,CD40,18.36509717
PC 46,B,HTRA2,19.44331706
PC 46,B,HIF1A,15.01883366
PC 46,B,HES1,17.71280092
PC 46,B,GSTP1,13.09996884
PC 46,B,GSTM1,18.85324452
PC 46,B,BAX,17.57292719
PC 46,B,NOTCH1,18.08330935
PC 46,B,NOS2,20.99293127
PC 46,B,MYD88,17.96675825
PC 46,B,IL1B,20.1042022
PC 46,B,TP53,17.28477809
PC 46,B,SOD2,14.72491419
PC 46,B,SNAI2,17.13988583
PC 46,B,SLPI,15.637399
PC 46,B,RIPK3,17.75391437
760,B,ABCB,19.66761899
760,B,ABCC1,17.25106282
760,B,ABCC3,16.20158574
760,B,AKT1,15.85532237
760,B,ALDH1A1,13.67765071
760,B,ALDH3A1,19.26808257
760,B,ANGPTL4,20.79693434
760,B,CASP8,16.2732658
760,B,CCND1,16.25415263
760,B,CD274,20.4287588
760,B,CD34,17.17819816
760,B,CD44,14.96039224
760,B,CDH1,14.65451737
760,B,CDH5,17.82243226
760,B,CDKN1A,15.52004988
760,B,CDKN3,15.82719394
760,B,CEACAM6,11.68151765
760,B,DNMT1,16.78413531
760,B,EGFR,17.72936602
760,B,ERCC1,17.51454831
760,B,FAP,20.18991994
760,B,FGF2,19.9602723
760,B,FGFR2,18.46238991
760,B,HMOX2,15.64159382
760,B,IGF1R,18.19644254
760,B,IL17A,23.33427636
760,B,IL18,15.44294018
760,B,IL6,16.37357273
760,B,KAT6A,17.14816043
760,B,KRAS,15.64272933
760,B,LATS2,17.87967278
760,B,LEF1,19.41683026
760,B,MCM2,16.93870994
760,B,MDM2,17.32659011
760,B,MLH1,17.49174475
760,B,MMP1,17.98497343
760,B,MUC1,13.19684961
760,B,MYC,14.68262132
760,B,NFE2L2,14.82863145
760,B,NFE2L3,17.47646223
760,B,OCLN,15.44042961
760,B,PARP1,15.08643138
760,B,PCNA,14.7246589
760,B,PECAM1,15.98518071
760,B,E,15.02113394
760,B,D,18.29089269
760,B,C,12.25667855
760,B,B,10.36861838
760,B,A,11.63657165
760,B,PI3,14.353487
760,B,S100P,13.11615249
760,B,RB1,17.79972635
760,B,PTEN,14.32178427
760,B,G,15.3444099
760,B,F,10.40434643
760,B,STAT5A,18.14532144
760,B,STAT3,14.4921533
760,B,STAT1,15.33867982
760,B,SOX7,18.58474046
760,B,SNAI1,17.9818434
760,B,SMYD2,16.44371612
760,B,WNT5A,19.35400844
760,B,VEGFA,15.78685498
760,B,TWIST1,20.30408463
760,B,TOP1,14.8714115
760,B,TGFB1,17.73879754
760,B,PIK3C3,17.868403
760,B,IL12A,22.49910458
760,B,FASLG,21.03156713
760,B,FAS,18.7353629
760,B,CD40,19.1789887
760,B,HTRA2,18.61431088
760,B,HIF1A,14.69770436
760,B,HES1,16.45425817
760,B,GSTP1,11.5912733
760,B,GSTM1,18.56642832
760,B,BAX,17.34284289
760,B,NOX1,12.97613474
760,B,NOTCH1,17.88651618
760,B,NOS2,16.68542557
760,B,MYD88,17.4604837
760,B,IL1B,14.20018531
760,B,TP53,18.41933869
760,B,SOD2,13.01504001
760,B,SNAI2,18.62408751
760,B,SLPI,13.87416088
760,B,RIPK3,17.44206704
PC 45,B,ABCC1,18.92179778
PC 45,B,ABCC3,18.32110057
PC 45,B,AKT1,17.06504774
PC 45,B,ALDH1A1,17.42606976
PC 45,B,ALDH3A1,17.13657117
PC 45,B,ANGPTL4,23.46879017
PC 45,B,CASP8,17.2511096
PC 45,B,CCND1,17.64278645
PC 45,B,CD274,23.01118008
PC 45,B,CD34,18.1272154
PC 45,B,CD44,16.20290662
PC 45,B,CDH1,16.67224082
PC 45,B,CDH5,18.785333
PC 45,B,CDKN1A,17.61835173
PC 45,B,CDKN3,16.28006975
PC 45,B,CEACAM6,13.56462352
PC 45,B,DNMT1,17.03910516
PC 45,B,EGFR,18.48794721
PC 45,B,ERCC1,17.98748718
PC 45,B,FAP,19.24039457
PC 45,B,FGF13,21.2851732
PC 45,B,FGF2,19.90371606
PC 45,B,FGFR2,18.90644181
PC 45,B,HMOX2,16.67557742
PC 45,B,IGF1R,18.79782682
PC 45,B,IL17A,21.09167273
PC 45,B,IL18,17.46099691
PC 45,B,IL6,21.60912607
PC 45,B,KAT6A,17.55680778
PC 45,B,KRAS,16.30827235
PC 45,B,LATS2,19.58925089
PC 45,B,LEF1,18.44782234
PC 45,B,MCM2,16.89911276
PC 45,B,MDM2,17.770269
PC 45,B,MLH1,18.10609318
PC 45,B,MMP1,15.63357247
PC 45,B,MUC1,14.81823364
PC 45,B,MYC,16.69152607
PC 45,B,NFE2L2,15.9861142
PC 45,B,NFE2L3,17.03075216
PC 45,B,OCLN,16.37361903
PC 45,B,PARP1,16.29064435
PC 45,B,PCNA,15.8513951
PC 45,B,PECAM1,16.55907761
PC 45,B,E,15.1730162
PC 45,B,D,19.24494008
PC 45,B,C,12.5854297
PC 45,B,B,11.18118309
PC 45,B,A,12.25051037
PC 45,B,PI3,17.79658568
PC 45,B,S100P,14.28061204
PC 45,B,RB1,17.79343594
PC 45,B,PTEN,15.38413143
PC 45,B,G,15.34822825
PC 45,B,F,11.17872874
PC 45,B,STAT5A,19.34088401
PC 45,B,STAT3,16.28335696
PC 45,B,STAT1,16.05628652
PC 45,B,SOX7,21.25507837
PC 45,B,SNAI1,19.43754273
PC 45,B,SMYD2,16.99735856
PC 45,B,WNT5A,19.42019852
PC 45,B,VEGFA,17.12224103
PC 45,B,TWIST1,21.14952266
PC 45,B,TOP1,16.03171098
PC 45,B,TGFB1,17.48976461
PC 45,B,PIK3C3,18.67630454
PC 45,B,FAS,19.21080442
PC 45,B,CD40,19.13847212
PC 45,B,HTRA2,20.41720107
PC 45,B,HIF1A,15.56672118
PC 45,B,HES1,17.47960346
PC 45,B,GSTP1,13.11140343
PC 45,B,GSTM1,19.32298824
PC 45,B,BAX,18.05602859
PC 45,B,NOX1,14.183604
PC 45,B,NOTCH1,20.40895363
PC 45,B,NOS2,17.33670057
PC 45,B,MYD88,19.50740367
PC 45,B,IL1B,18.37599493
PC 45,B,TP53,16.17226677
PC 45,B,SOD2,14.39084766
PC 45,B,SNAI2,18.66307613
PC 45,B,SLPI,17.88832487
PC 45,B,RIPK3,19.08845568
3599,B,ABCB,17.13394859
3599,B,ABCC1,16.98888461
3599,B,ABCC3,16.44225904
3599,B,AKT1,15.73609353
3599,B,ALDH1A1,16.99016882
3599,B,ALDH3A1,13.23773914
3599,B,ANGPTL4,18.39421841
3599,B,CASP8,16.25967814
3599,B,CCND1,16.86008924
3599,B,CD274,19.6888971
3599,B,CD34,15.45012154
3599,B,CD44,13.92993748
3599,B,CDH1,15.05469414
3599,B,CDH2,17.04252182
3599,B,CDH5,15.47926012
3599,B,CDKN1A,14.88158845
3599,B,CDKN3,14.98607231
3599,B,CEACAM6,14.76193452
3599,B,DNMT1,14.81802073
3599,B,EGFR,16.2227818
3599,B,ERCC1,16.09975103
3599,B,FAP,16.3232961
3599,B,FGF13,20.44385431
3599,B,FGF2,17.70436659
3599,B,FGFR2,15.55221299
3599,B,GATA3,19.9058982
3599,B,HMOX2,15.9456515
3599,B,IGF1R,16.36866405
3599,B,IL17A,19.73936705
3599,B,IL18,16.17785567
3599,B,IL6,14.97089462
3599,B,KAT6A,15.8826291
3599,B,KRAS,15.50246385
3599,B,LATS2,17.22077768
3599,B,LEF1,16.76179935
3599,B,MCM2,15.31829906
3599,B,MDM2,14.72786763
3599,B,MLH1,16.62025721
3599,B,MMP1,12.27480488
3599,B,MUC1,11.19445153
3599,B,MYC,17.00552122
3599,B,NFE2L2,13.63230097
3599,B,NFE2L3,16.07436713
3599,B,OCLN,15.52322082
3599,B,PARP1,14.33465441
3599,B,PCNA,13.59674382
3599,B,PECAM1,13.43482777
3599,B,E,14.16620162
3599,B,D,16.35729119
3599,B,C,11.62129847
3599,B,B,9.744554721
3599,B,A,10.93428573
3599,B,PI3,15.06316697
3599,B,S100P,12.31807399
3599,B,RB1,16.55120298
3599,B,PTEN,13.42769311
3599,B,G,14.82308149
3599,B,F,10.45769321
3599,B,STAT5A,17.08350296
3599,B,STAT3,13.85969839
3599,B,STAT1,14.86657688
3599,B,SOX7,20.58089002
3599,B,SNAI1,16.02644547
3599,B,SMYD2,15.65214589
3599,B,WNT5A,16.64623618
3599,B,VEGFA,14.66888145
3599,B,TWIST1,17.29954517
3599,B,TP63,18.64528988
3599,B,TOP1,14.35223484
3599,B,TGFB1,14.67957025
3599,B,PIK3C3,16.06191919
3599,B,FASLG,19.47441873
3599,B,FAS,17.80479259
3599,B,CD40,15.68061485
3599,B,HTRA2,18.09406547
3599,B,HIF1A,12.73024075
3599,B,HES1,17.05893964
3599,B,GSTP1,11.36367073
3599,B,GSTM1,19.46457967
3599,B,BAX,15.98910023
3599,B,NOX1,16.5668423
3599,B,NOTCH1,17.93408956
3599,B,NOS2,19.10354605
3599,B,MYD88,17.2930237
3599,B,IL1B,14.22111647
3599,B,TP53,15.14289955
3599,B,SOD2,11.55864171
3599,B,SNAI2,14.92168568
3599,B,SLPI,12.3396548
3599,B,RIPK3,17.71171453
PC 43,B,ABCB,16.87660525
PC 43,B,ABCC1,18.45118778
PC 43,B,ABCC3,16.15659245
PC 43,B,AKT1,16.32952189
PC 43,B,ALDH1A1,15.00493703
PC 43,B,ALDH3A1,13.92322028
PC 43,B,ANGPTL4,20.80973946
PC 43,B,CASP8,16.94533609
PC 43,B,CCND1,16.67725648
PC 43,B,CD34,17.84324239
PC 43,B,CD44,15.89666925
PC 43,B,CDH1,15.47384402
PC 43,B,CDH2,21.63744939
PC 43,B,CDH5,18.55205843
PC 43,B,CDKN1A,15.52608085
PC 43,B,CDKN3,16.89803859
PC 43,B,CEACAM6,14.37070542
PC 43,B,DNMT1,16.81483514
PC 43,B,EGFR,18.25992518
PC 43,B,ERCC1,17.59417371
PC 43,B,FAP,21.62536971
PC 43,B,FGF13,19.49175124
PC 43,B,FGF2,19.91278644
PC 43,B,FGFR2,16.77287769
PC 43,B,GATA3,22.74055217
PC 43,B,HMOX2,15.86238503
PC 43,B,IGF1R,19.20747945
PC 43,B,IL17A,19.84557336
PC 43,B,IL18,16.19928462
PC 43,B,IL6,23.11403657
PC 43,B,KAT6A,16.35884056
PC 43,B,KRAS,15.44447539
PC 43,B,LATS2,18.8394577
PC 43,B,LEF1,18.6513704
PC 43,B,MCM2,17.34025502
PC 43,B,MDM2,16.10454051
PC 43,B,MLH1,17.82165004
PC 43,B,MMP1,14.74210833
PC 43,B,MUC1,11.75115213
PC 43,B,MYC,17.03537694
PC 43,B,NFE2L2,14.03991411
PC 43,B,NFE2L3,17.63732018
PC 43,B,OCLN,14.87038398
PC 43,B,PARP1,15.9115879
PC 43,B,PCNA,16.1336755
PC 43,B,PECAM1,15.94287366
PC 43,B,E,15.99925224
PC 43,B,D,18.97026442
PC 43,B,C,12.86700858
PC 43,B,B,10.28254655
PC 43,B,A,11.69623641
PC 43,B,PI3,15.86552317
PC 43,B,S100P,10.88120378
PC 43,B,RB1,17.94417612
PC 43,B,PTEN,14.40772307
PC 43,B,G,16.44426372
PC 43,B,F,11.21992586
PC 43,B,STAT5A,18.2188354
PC 43,B,STAT3,15.68778497
PC 43,B,STAT1,15.45116641
PC 43,B,SNAI1,19.11988576
PC 43,B,SMYD2,18.34501518
PC 43,B,WNT5A,20.06588463
PC 43,B,VEGFA,16.67929651
PC 43,B,TWIST1,22.54751677
PC 43,B,TP63,20.16280214
PC 43,B,TOP1,15.60991543
PC 43,B,TGFB1,16.65038806
PC 43,B,PIK3C3,17.31593053
PC 43,B,IL12A,22.33446921
PC 43,B,FASLG,19.96451304
PC 43,B,FAS,18.62042812
PC 43,B,CD40,17.88490987
PC 43,B,HTRA2,20.11784504
PC 43,B,HIF1A,15.39024736
PC 43,B,HES1,17.54464136
PC 43,B,GSTP1,11.97699261
PC 43,B,GSTM1,19.08668539
PC 43,B,BAX,17.49027928
PC 43,B,NOTCH1,21.20599825
PC 43,B,MYD88,17.69101605
PC 43,B,IL1B,17.58322355
PC 43,B,TP53,16.9589141
PC 43,B,SOD2,14.83227597
PC 43,B,SNAI2,17.54876989
PC 43,B,SLPI,14.01837831
PC 43,B,RIPK3,17.69089887
3041,B,ABCB,19.24527389
3041,B,ABCC1,17.92537587
3041,B,ABCC3,18.20643986
3041,B,AKT1,16.48063725
3041,B,ALDH1A1,14.79637169
3041,B,ALDH3A1,17.30682418
3041,B,ANGPTL4,18.40462601
3041,B,CASP8,16.84235758
3041,B,CCND1,16.01422985
3041,B,CD274,20.75450198
3041,B,CD34,16.57623232
3041,B,CD44,14.491729
3041,B,CDH1,17.71342906
3041,B,CDH2,17.48500147
3041,B,CDH5,17.19862888
3041,B,CDKN1A,14.97007019
3041,B,CDKN3,16.85801951
3041,B,CEACAM6,14.29039671
3041,B,DNMT1,16.86265827
3041,B,EGFR,18.57381735
3041,B,ERCC1,17.40054078
3041,B,FAP,15.32957121
3041,B,FGF13,20.4739673
3041,B,FGF2,17.9699526
3041,B,FGFR2,18.07662972
3041,B,HMOX2,15.94436257
3041,B,IGF1R,17.31667391
3041,B,IL17A,20.0919051
3041,B,IL18,16.76944199
3041,B,IL6,14.56074743
3041,B,KAT6A,16.85053964
3041,B,KRAS,15.51918071
3041,B,LATS2,17.47840764
3041,B,LEF1,17.85609813
3041,B,MCM2,18.09854014
3041,B,MDM2,15.86698161
3041,B,MLH1,17.50027084
3041,B,MMP1,11.1669861
3041,B,MUC1,13.4003697
3041,B,MYC,15.12685245
3041,B,NFE2L2,14.71835832
3041,B,NFE2L3,18.10944915
3041,B,OCLN,18.12668847
3041,B,PARP1,15.82971261
3041,B,PCNA,16.34908033
3041,B,PECAM1,15.28430748
3041,B,E,15.5011961
3041,B,D,19.35695053
3041,B,C,12.19854848
3041,B,B,10.0694017
3041,B,A,11.28263534
3041,B,PI3,12.18781951
3041,B,S100P,14.15816942
3041,B,RB1,17.89364333
3041,B,PTEN,14.57254061
3041,B,G,15.23637991
3041,B,F,11.02203103
3041,B,STAT5A,17.38479648
3041,B,STAT3,14.19704537
3041,B,STAT1,14.7366399
3041,B,SOX7,20.10997644
3041,B,SNAI1,17.31938369
3041,B,SMYD2,16.81863036
3041,B,WNT5A,16.27091399
3041,B,VEGFA,15.39415199
3041,B,TWIST1,18.07013619
3041,B,TOP1,15.06672597
3041,B,TGFB1,15.51793748
3041,B,PIK3C3,17.44278184
3041,B,IL12A,23.44929992
3041,B,FASLG,21.33345863
3041,B,FAS,18.06478155
3041,B,CD40,16.11743736
3041,B,HTRA2,19.44306649
3041,B,HIF1A,13.18392549
3041,B,HES1,17.6911118
3041,B,GSTP1,11.97945166
3041,B,GSTM1,16.6335772
3041,B,BAX,17.08773217
3041,B,NOX1,17.79830813
3041,B,NOTCH1,18.67168245
3041,B,NOS2,21.78125389
3041,B,MYD88,17.58339858
3041,B,IL1B,14.4482284
3041,B,TP53,16.61297737
3041,B,SOD2,11.77065854
3041,B,SNAI2,15.18622619
3041,B,SLPI,11.86729277
3041,B,RIPK3,18.44967567
PC 42,B,ABCB,13.44360581
PC 42,B,ABCC1,20.7334868
PC 42,B,ABCC3,18.11135005
PC 42,B,AKT1,18.92649078
PC 42,B,ALDH1A1,17.35059792
PC 42,B,ALDH3A1,16.49289197
PC 42,B,CASP8,16.74806714
PC 42,B,CCND1,17.99966696
PC 42,B,CD34,23.18031807
PC 42,B,CD44,20.25447406
PC 42,B,CDH1,20.33523008
PC 42,B,CDH2,21.10388714
PC 42,B,CDH5,18.5511528
PC 42,B,CDKN3,21.33841018
PC 42,B,CEACAM6,16.66038725
PC 42,B,EGFR,21.46549139
PC 42,B,ERCC1,21.07725207
PC 42,B,FGF13,21.54288101
PC 42,B,FGFR2,19.94391429
PC 42,B,HMOX2,17.07965781
PC 42,B,IGF1R,20.28756279
PC 42,B,IL17A,16.9696504
PC 42,B,IL18,23.87656134
PC 42,B,KAT6A,14.84423806
PC 42,B,MDM2,20.74362437
PC 42,B,MLH1,20.87996797
PC 42,B,MMP1,14.90965064
PC 42,B,MUC1,15.12495072
PC 42,B,MYC,21.37875767
PC 42,B,NFE2L3,15.80746029
PC 42,B,OCLN,18.83001376
PC 42,B,PARP1,21.27890361
PC 42,B,PCNA,20.19397624
PC 42,B,PECAM1,20.36172441
PC 42,B,E,20.62551091
PC 42,B,D,21.32692421
PC 42,B,C,13.84819048
PC 42,B,B,15.71156355
PC 42,B,A,15.65260371
PC 42,B,S100P,14.64653687
PC 42,B,PTEN,16.01059472
PC 42,B,G,16.15635898
PC 42,B,F,14.95536703
PC 42,B,STAT3,19.30278374
PC 42,B,SNAI1,16.40866782
PC 42,B,SMYD2,20.41400407
PC 42,B,WNT5A,23.4200267
PC 42,B,VEGFA,18.24981933
PC 42,B,TOP1,17.55557429
PC 42,B,TGFB1,20.70447442
PC 42,B,FASLG,17.73686788
PC 42,B,CD40,14.56313662
PC 42,B,HIF1A,19.4870916
PC 42,B,HES1,19.75182869
PC 42,B,GSTP1,14.97850867
PC 42,B,GSTM1,17.29076743
PC 42,B,BAX,21.35841911
PC 42,B,SOD2,19.16211371
PC 42,B,SLPI,14.96216101
PC 42,B,RIPK3,20.40279362
3014,B,ABCB,20.51092702
3014,B,ABCC1,18.42016127
3014,B,ABCC3,19.1225595
3014,B,AKT1,16.46652851
3014,B,ALDH1A1,22.64821794
3014,B,ALDH3A1,19.04084579
3014,B,ANGPTL4,15.57205719
3014,B,CASP8,16.82872859
3014,B,CCND1,15.16962474
3014,B,CD274,17.90130707
3014,B,CD34,19.40654279
3014,B,CD44,13.22542139
3014,B,CDH1,14.72926312
3014,B,CDH2,22.33533162
3014,B,CDH5,18.84396814
3014,B,CDKN1A,14.07441313
3014,B,CDKN3,16.86355109
3014,B,CEACAM6,13.24522974
3014,B,DNMT1,16.65408109
3014,B,EGFR,14.57231627
3014,B,ERCC1,17.17546759
3014,B,FAP,17.47481501
3014,B,FGF2,21.37926923
3014,B,FGFR2,19.20226661
3014,B,GATA3,22.30050363
3014,B,HMOX2,14.46619611
3014,B,IGF1R,16.00156956
3014,B,IL17A,19.64574661
3014,B,IL18,15.97908545
3014,B,IL6,17.02651405
3014,B,KAT6A,16.94812916
3014,B,KRAS,15.69692416
3014,B,LATS2,18.69964537
3014,B,LEF1,19.31346984
3014,B,MCM2,17.27533324
3014,B,MDM2,15.99649516
3014,B,MLH1,19.13871675
3014,B,MMP1,13.14620152
3014,B,MUC1,15.03813936
3014,B,MYC,15.99733266
3014,B,NFE2L2,14.2520966
3014,B,NFE2L3,19.10426247
3014,B,OCLN,16.458589
3014,B,PARP1,16.73189643
3014,B,PCNA,16.32281809
3014,B,PECAM1,17.00583563
3014,B,E,15.63002099
3014,B,D,20.34357272
3014,B,C,11.20960633
3014,B,B,10.51800006
3014,B,A,11.27046377
3014,B,PI3,9.947751685
3014,B,S100P,13.88269945
3014,B,RB1,18.18789155
3014,B,PTEN,14.60216651
3014,B,G,16.25890803
3014,B,F,11.72302359
3014,B,STAT5A,18.0041188
3014,B,STAT3,13.75487909
3014,B,STAT1,13.7259768
3014,B,SOX7,19.67855793
3014,B,SNAI1,17.92467293
3014,B,SMYD2,17.34306603
3014,B,WNT5A,18.94966322
3014,B,VEGFA,14.62316293
3014,B,TWIST1,21.13116706
3014,B,TP63,12.13927043
3014,B,TOP1,15.69210714
3014,B,TGFB1,14.34803197
3014,B,PIK3C3,17.61483192
3014,B,IL12A,22.65972409
3014,B,FASLG,20.99331765
3014,B,FAS,19.32994504
3014,B,CD40,18.47511133
3014,B,HTRA2,20.35179673
3014,B,HIF1A,13.51002736
3014,B,HES1,17.26204137
3014,B,GSTP1,11.21268854
3014,B,GSTM1,20.05620602
3014,B,BAX,18.18101033
3014,B,NOTCH1,19.58808468
3014,B,NOS2,16.43320365
3014,B,MYD88,17.63465129
3014,B,IL1B,14.23848557
3014,B,TP53,18.178363
3014,B,SOD2,12.4206512
3014,B,SNAI2,14.89746434
3014,B,SLPI,10.60566916
3014,B,RIPK3,19.30029636
PC 39,B,ABCC1,19.70785229
PC 39,B,ABCC3,19.80840937
PC 39,B,AKT1,17.18093107
PC 39,B,ALDH1A1,19.69343434
PC 39,B,ANGPTL4,17.3383204
PC 39,B,CASP8,19.56638487
PC 39,B,CCND1,17.76916747
PC 39,B,CD274,17.88898399
PC 39,B,CD34,19.62045458
PC 39,B,CD44,14.96495295
PC 39,B,CDH1,19.20721278
PC 39,B,CDH2,21.34200905
PC 39,B,CDH5,22.50032507
PC 39,B,CDKN1A,15.49259948
PC 39,B,CDKN3,15.79036448
PC 39,B,CEACAM6,18.99910194
PC 39,B,DNMT1,17.90990144
PC 39,B,EGFR,19.04270636
PC 39,B,ERCC1,15.59774798
PC 39,B,FAP,18.71840321
PC 39,B,FGF13,23.17166556
PC 39,B,FGF2,23.15177115
PC 39,B,FGFR2,22.99980708
PC 39,B,HMOX2,16.3275551
PC 39,B,IGF1R,20.70161618
PC 39,B,IL18,15.46385908
PC 39,B,IL6,18.60552466
PC 39,B,KAT6A,18.73226194
PC 39,B,KRAS,15.79918895
PC 39,B,LATS2,19.649867
PC 39,B,LEF1,20.91038939
PC 39,B,MCM2,18.24913031
PC 39,B,MDM2,16.42447385
PC 39,B,MLH1,20.0998703
PC 39,B,MMP1,15.02331061
PC 39,B,MUC1,15.75818912
PC 39,B,MYC,15.8268616
PC 39,B,NFE2L2,16.59655162
PC 39,B,NFE2L3,18.95446495
PC 39,B,OCLN,20.45627633
PC 39,B,PARP1,16.95674361
PC 39,B,PCNA,16.40137751
PC 39,B,PECAM1,18.09870072
PC 39,B,E,14.5158289
PC 39,B,D,20.18346104
PC 39,B,C,11.391636
PC 39,B,B,10.050713
PC 39,B,A,12.02852413
PC 39,B,PI3,16.61291597
PC 39,B,S100P,12.3438121
PC 39,B,RB1,19.00793873
PC 39,B,PTEN,15.7912383
PC 39,B,G,16.96427288
PC 39,B,F,11.07358467
PC 39,B,STAT5A,18.67114395
PC 39,B,STAT3,16.9555886
PC 39,B,STAT1,13.76983727
PC 39,B,SNAI1,18.1926024
PC 39,B,SMYD2,16.89017277
PC 39,B,WNT5A,20.56951464
PC 39,B,VEGFA,17.46273522
PC 39,B,TWIST1,20.78989845
PC 39,B,TOP1,15.5137559
PC 39,B,TGFB1,16.38680117
PC 39,B,PIK3C3,18.08017377
PC 39,B,IL12A,20.67528143
PC 39,B,FASLG,21.24119719
PC 39,B,FAS,16.3976845
PC 39,B,CD40,18.4919699
PC 39,B,HTRA2,19.86966691
PC 39,B,HIF1A,14.42641085
PC 39,B,HES1,19.27921239
PC 39,B,GSTP1,13.09969646
PC 39,B,GSTM1,21.70646994
PC 39,B,BAX,17.57495606
PC 39,B,NOTCH1,21.73361446
PC 39,B,MYD88,18.62226035
PC 39,B,IL1B,16.55273338
PC 39,B,TP53,19.21523014
PC 39,B,SOD2,13.4826042
PC 39,B,SNAI2,18.52606883
PC 39,B,SLPI,14.64814542
PC 39,B,RIPK3,18.86029154
3009,B,ABCB,18.54684155
3009,B,ABCC1,16.52500685
3009,B,ABCC3,15.5800383
3009,B,AKT1,15.36977002
3009,B,ALDH1A1,15.77897857
3009,B,ALDH3A1,13.40785829
3009,B,ANGPTL4,19.50506661
3009,B,CASP8,16.32428264
3009,B,CCND1,14.68556665
3009,B,CD274,18.71595667
3009,B,CD34,16.02372426
3009,B,CD44,14.95709948
3009,B,CDH1,14.58965085
3009,B,CDH5,16.47685612
3009,B,CDKN1A,13.62228903
3009,B,CDKN3,16.08745439
3009,B,CEACAM6,15.53055685
3009,B,DNMT1,15.22785751
3009,B,EGFR,17.79426714
3009,B,ERCC1,16.88063527
3009,B,FAP,22.12520378
3009,B,FGF2,20.5317997
3009,B,FGFR2,16.48635063
3009,B,GATA3,22.47616731
3009,B,HMOX2,14.7425388
3009,B,IGF1R,17.61794918
3009,B,IL17A,20.12057169
3009,B,IL18,15.79028949
3009,B,IL6,16.9537946
3009,B,KAT6A,15.61474652
3009,B,KRAS,16.08574381
3009,B,LATS2,17.22059725
3009,B,LEF1,17.84775793
3009,B,MCM2,16.03201895
3009,B,MDM2,13.59091022
3009,B,MLH1,16.465404
3009,B,MMP1,13.82036525
3009,B,MUC1,11.81745882
3009,B,MYC,14.57554932
3009,B,NFE2L2,14.11699351
3009,B,NFE2L3,15.25355921
3009,B,OCLN,15.07289444
3009,B,PARP1,14.85635772
3009,B,PCNA,13.57299641
3009,B,PECAM1,14.48508177
3009,B,E,14.20386166
3009,B,D,16.91016273
3009,B,C,11.64841064
3009,B,B,9.78449607
3009,B,A,10.95117579
3009,B,PI3,14.98147674
3009,B,S100P,12.52453604
3009,B,RB1,16.67257665
3009,B,PTEN,13.4929505
3009,B,G,15.11700706
3009,B,F,11.41741259
3009,B,STAT5A,15.78464099
3009,B,STAT3,14.27906848
3009,B,STAT1,13.43748967
3009,B,SOX7,20.67111223
3009,B,SNAI1,18.08973842
3009,B,SMYD2,15.93102043
3009,B,WNT5A,18.6460052
3009,B,VEGFA,14.50845747
3009,B,TWIST1,19.70889407
3009,B,TP63,20.16502272
3009,B,TOP1,13.85850357
3009,B,TGFB1,15.90660458
3009,B,PIK3C3,17.09770754
3009,B,IL12A,22.15664591
3009,B,FASLG,21.58872816
3009,B,FAS,16.59744368
3009,B,CD40,15.81722237
3009,B,HTRA2,18.70579945
3009,B,HIF1A,13.82933992
3009,B,HES1,15.54669242
3009,B,GSTP1,11.39383924
3009,B,GSTM1,17.91695697
3009,B,BAX,16.00119406
